created,id,text,name,screen_name,friends,followers,favorites,location,retweets,user_description,status_count,in_reply_to,in_reply_to_name,retweeted
2017-12-08 09:20,939062122838929408,RT @RiesenChristian: @peter_schibli zeigt was wir von #NoBillag wollen. #Wahlfreiheit statt #Zwangsgebühren. Wer das begriffen hat  stimmt…,@S3ifenblase💭,S3ifenblase,430,427,3174,Schweiz,16,"IT-Technologie  Wissenschaft, Regierung, Netzpolitik, Crypto-Zeugs. Varia nicht ausgeschlossen.",3346,None,None, 4517338168 RiesenChristian Christian Riesen-816608420 peter_schibli Peter Schibli-,False
2017-12-08 09:19,939061798615048192,RT @VitalSteiner: Kirche und Staat sind in der Schweiz nicht von ungefähr getrennt. Bei gewissen Volksinitiativen scheint das die Kirche zu…,Pierre,pierre_1989,87,43,393,Zurich,31,,699,None,None, 937279827412946945 VitalSteiner Vital Steiner-,False
2017-12-08 09:17,939061458423484416,RT @person_tw: @valVLL @VitalSteiner @kathch @NoBillag Pfaffen sollen predigen  aber nicht regieren.,@S3ifenblase💭,S3ifenblase,430,427,3174,Schweiz,1,"IT-Technologie  Wissenschaft, Regierung, Netzpolitik, Crypto-Zeugs. Varia nicht ausgeschlossen.",3346,None,None, 908051956668751872 person_tw Die Person 👤-2210334563 valVLL merlo-937279827412946945 VitalSteiner Vital Steiner-20381917 kathch Portal kath.ch-1383737941 NoBillag No Billag!-,False
2017-12-08 09:17,939061379402694656,RT @VitalSteiner: Kirche und Staat sind in der Schweiz nicht von ungefähr getrennt. Bei gewissen Volksinitiativen scheint das die Kirche zu…,@S3ifenblase💭,S3ifenblase,430,427,3174,Schweiz,31,"IT-Technologie  Wissenschaft, Regierung, Netzpolitik, Crypto-Zeugs. Varia nicht ausgeschlossen.",3346,None,None, 937279827412946945 VitalSteiner Vital Steiner-,False
2017-12-08 09:17,939061255427579904,@HayekClubZH @peterhettich @NZZ @NoBillag Und wer finanziert diese „jüngeren“ Menschen? Eine Offenlegung würde mit… https://t.co/R7cpjNY9fl,Christine Kohli,ck_info,334,930,7052,Schweiz,0,"Für Freiwilligkeit  Freiheit, freie Meinung und private Medien - bürgerlich - für Eigentum, MIV, Marktwirtschaft und Wettbewerb - unverbiegsam!",6759,939051208513384448,HayekClubZH, 2231645484 HayekClubZH Hayek Club Zürich-105136366 peterhettich Peter Hettich-14273050 NZZ Neue Zürcher Zeitung-1383737941 NoBillag No Billag!-,False
2017-12-08 09:15,939060909326176256,RT @person_tw: @AlainS1991 @Geram_C Die Nerven bei den Profiteuren liegen blank. Besonders bei Frau Badran  die beim SRF wohl schon ein eig…,R. Brabi,RBrabi,56,35,1080,,4,Natürlicher Verstand kann fast jeden Grad von Bildung ersetzen  aber keine Bildung den natürlichen Verstand.,637,None,None, 908051956668751872 person_tw Die Person 👤-1425976159 AlainS1991 Alain Schwald-713276092258324480 Geram_C Geram-,False
2017-12-08 09:14,939060505473318914,@AlainS1991 @Geram_C Die Nerven bei den Profiteuren liegen blank. Besonders bei Frau Badran  die beim SRF wohl scho… https://t.co/KClc89rAWS,Die Person 👤,person_tw,385,417,2929,Milchstraße,4,Handverlesenes ᒡ◯ᵔ◯ᒢ und von Hand Getipptes aus dem Nachrichtenwald. #NoBillag 👍 für Medienvielfalt ohne staatliche Zwänge. E-Mail-Kontakt: person@myprivacy.ca,2649,938767668160712704,AlainS1991, 1425976159 AlainS1991 Alain Schwald-713276092258324480 Geram_C Geram-,False
2017-12-08 09:13,939060477900017665,@VitalSteiner @kathch @NoBillag Falls es Sie interessiert: im Kanton Bern wird soeben das Landeskirchengesetz total… https://t.co/2JLK07GsTU,merlo,valVLL,92,23,914,,0,"free speech activist  atheist, women's rights advocate, humanist.",509,939056455289835520,VitalSteiner, 937279827412946945 VitalSteiner Vital Steiner-20381917 kathch Portal kath.ch-1383737941 NoBillag No Billag!-,False
2017-12-08 09:13,939060256059117568,RT @how2expert: @operationlibero in @watson_news : «Wenn #NoBillag durchkommt  gilt in der Medienlandschaft das Recht des Stärkeren» | Rich…,Peter Sigerist,PeterSigerist,851,631,6712,CH-Bern,8,"rot-grüner Gewerkschafter und Bildungspolitiker  seit dem 1.8.11 in AHV-Rente. Engagierter älterer Vater von zwei Söhnen, 1 Lehrling, 1 Gymnasiast",8221,None,None, 41338508 how2expert Stefan Huber-2674994976 operationlibero Operation Libero-1675457936 watson_news watson News-,False
2017-12-08 09:12,939060149687410688,"RT @LahorJakrlin: Wer noch nicht sicher ist  warum er zu #NoBillag JA stimmen muss, sollte sich die Tweets des Beamten und @SRGSSR-Linksaus…",Christine Kohli,ck_info,334,930,7052,Schweiz,9,"Für Freiwilligkeit  Freiheit, freie Meinung und private Medien - bürgerlich - für Eigentum, MIV, Marktwirtschaft und Wettbewerb - unverbiegsam!",6759,None,None, 809005381 LahorJakrlin Lahor Jakrlin-1871613643 SRGSSR SRG SSR-,False
2017-12-08 09:12,939060107324870656,"RT @JayBadran: Medienmonopol in 13 Kantonen. Wau  wer jetzt noch für NoBillag stimmt, dem fehlen die entscheidenden Hirnzellen #NEINzuNoBil…",Matthias Bürcher,buercher,1628,1883,2973,Lausanne,17,Deutschschweizer à Lausanne tweets on politics  culture and science. Comité des @vertslausannois (c) My tweets are public. A fav is only a bookmark.,79752,None,None, 50047040 JayBadran Jacqueline Badran-,False
2017-12-08 09:09,939059348420034560,@valVLL @LahorJakrlin @SRGSSR @peter_schibli Wer Teilzeit arbeitet (tun sehr viele)  zahlt. Dass wir teilbefreit si… https://t.co/OcYYr9TbNm,Andrea Christen,AndreaChristen3,1040,1215,1210,,0,"Newsjournalist und Produzent @SRF. In der Programmleitung von #srf4news. History Buff  Armchair General, Retweet is no endorsement",2235,939050622430609408,valVLL, 2210334563 valVLL merlo-809005381 LahorJakrlin Lahor Jakrlin-1871613643 SRGSSR SRG SSR-816608420 peter_schibli Peter Schibli-,False
2017-12-08 09:09,939059302047866882,@valVLL @VitalSteiner @kathch @NoBillag Pfaffen sollen predigen  aber nicht regieren.,Die Person 👤,person_tw,385,417,2929,Milchstraße,1,Handverlesenes ᒡ◯ᵔ◯ᒢ und von Hand Getipptes aus dem Nachrichtenwald. #NoBillag 👍 für Medienvielfalt ohne staatliche Zwänge. E-Mail-Kontakt: person@myprivacy.ca,2649,939058675213316097,valVLL, 2210334563 valVLL merlo-937279827412946945 VitalSteiner Vital Steiner-20381917 kathch Portal kath.ch-1383737941 NoBillag No Billag!-,False
2017-12-08 09:08,939059142454644736,RT @HayekClubZH: Dass von jüngeren Menschen getragene Organisationen zum Zweck der  Gewährleistung von Freiheit primär nach staatlichem Han…,Rolf Schweizer,RolfASchweizer,1555,1515,209,Parteilos + Doktrin-resistent,7,"Habe etwas gegen Politiker  Journalisten und andere Zeitgenossen, die den Menschen schaden. Und - ich sage es geradeheraus!",54574,None,None, 2231645484 HayekClubZH Hayek Club Zürich-,False
2017-12-08 09:08,939058985583423488,RT @VitalSteiner: Kirche und Staat sind in der Schweiz nicht von ungefähr getrennt. Bei gewissen Volksinitiativen scheint das die Kirche zu…,Politikfragen,Politikfragen,668,3500,37,"Bern  Zürich, Schweiz, Suisse",31,Aktuelle politische Fragen und Debatten der Schweiz und Nachbarländern. Tweets auf Deutsch (häufig) und Englisch (selten).,52568,None,None, 937279827412946945 VitalSteiner Vital Steiner-,False
2017-12-08 09:07,939058918533234693,RT @VitalSteiner: Kirche und Staat sind in der Schweiz nicht von ungefähr getrennt. Bei gewissen Volksinitiativen scheint das die Kirche zu…,Die Person 👤,person_tw,385,417,2929,Milchstraße,31,Handverlesenes ᒡ◯ᵔ◯ᒢ und von Hand Getipptes aus dem Nachrichtenwald. #NoBillag 👍 für Medienvielfalt ohne staatliche Zwänge. E-Mail-Kontakt: person@myprivacy.ca,2649,None,None, 937279827412946945 VitalSteiner Vital Steiner-,False
2017-12-08 09:07,939058761657921536,RT @AZingrich: Was ist Deine Meinung zur #NoBillag Initiative? Gib Gas!,Die Person 👤,person_tw,385,417,2929,Milchstraße,32,Handverlesenes ᒡ◯ᵔ◯ᒢ und von Hand Getipptes aus dem Nachrichtenwald. #NoBillag 👍 für Medienvielfalt ohne staatliche Zwänge. E-Mail-Kontakt: person@myprivacy.ca,2649,None,None, 4910037311 AZingrich Alexander Zingrich-,False
2017-12-08 09:06,939058675213316097,"@VitalSteiner @kathch @NoBillag Schon Mal von CVP  EVP, etc. gehört? Die Religion ist in der Schweizer Politik sehr… https://t.co/w1icF1m6DL",merlo,valVLL,92,23,914,,1,"free speech activist  atheist, women's rights advocate, humanist.",509,939056455289835520,VitalSteiner, 937279827412946945 VitalSteiner Vital Steiner-20381917 kathch Portal kath.ch-1383737941 NoBillag No Billag!-,False
2017-12-08 09:06,939058625833852928,RT @operationlibero: Freunde  was meint ihr? knacken wir die 284'981 Franken und 59 Rappen noch diese Woche? Sei Teil des Widerstandes: Spe…,Roseli Ferreira☂,r_appel,2606,1266,15770,Zürich,17,Migrant mother of a rainbow  💓🌈💓,12300,None,None, 2674994976 operationlibero Operation Libero-,False
2017-12-08 09:05,939058461215731712,RT @HayekClubZH: Dass von jüngeren Menschen getragene Organisationen zum Zweck der  Gewährleistung von Freiheit primär nach staatlichem Han…,Dominik Feusi,feusl,1595,3009,4718,Berne  Switzerland,7,"Journalist at Basler Zeitung (https://t.co/Q5T5Ujv1lY)  familyman, hunter: Stalking for stories, fishing for facts. Contact me through: https://t.co/pzlwOINtiW",19642,None,None, 2231645484 HayekClubZH Hayek Club Zürich-,False
2017-12-08 09:05,939058265371144192,RT @operationlibero: Freunde  was meint ihr? knacken wir die 284'981 Franken und 59 Rappen noch diese Woche? Sei Teil des Widerstandes: Spe…,Markus vomToggenburg,Pixelwuerger,1017,743,10590,Toggenburg (SG)  Schweiz,17,"Vater  Hausmann, Fotograf, Projektleiter.",9450,None,None, 2674994976 operationlibero Operation Libero-,False
2017-12-08 09:04,939057997984292865,RT @HayekClubZH: Dass von jüngeren Menschen getragene Organisationen zum Zweck der  Gewährleistung von Freiheit primär nach staatlichem Han…,Peter Hettich,peterhettich,2341,2795,2826,St.Gallen  Zürich,7,"Prof an der Uni @HSGStGallen  twittert und bloggt über staatliche Regulierung, die Universität und sonst auch Dinge",3339,None,None, 2231645484 HayekClubZH Hayek Club Zürich-,False
2017-12-08 09:01,939057429966479360,"RT @NoSendeschluss: Du weisst  wie der #NoBillag-Initiativtext lautet. Aber weiss es deine Schwester, dein Nachbar und dein Götti? Viele wi…",Markus Hausammann,m_hausammann,435,294,943,Earth - Estonia  Switzerland,35,"Migrant  Father in Love, Entrepreneur, CEO, Software Dev, Craft Beer consumer&producer, Fantasy fan, Harmonium owner, Mushroom collector, Kitesurf beginner, ...",2173,None,None, 885159891891040256 NoSendeschluss Sendeschluss NEIN-,False
2017-12-08 09:01,939057298533740546,"Bei dem gibts wohl guten Zwang  der IN seine Taschen fliesst und schlechten Zwang, der AUS seinen Taschen fliesst.… https://t.co/h4PDg2elxt",Marco Born,MBorn77,1232,1288,20399,Sissach  Basel-Land,0,"Alt-Landrat  SVP BL, Für eine Verschärfung der Einbürgerungskriterien.",17949,None,None, ,False
2017-12-08 09:00,939056977698873344,RT @AZingrich: Was ist Deine Meinung zur #NoBillag Initiative? Gib Gas!,Emir Tahirovic,e_tahirovic,2427,1806,2445,Zürich  Schweiz,32,"Bekämpfer der #Opferkeule! 
tahirovic.ch@gmail.com",7689,None,None, 4910037311 AZingrich Alexander Zingrich-,False
2017-12-08 08:58,939056455289835520,@valVLL @kathch @NoBillag Formulierung ist wohl eher der christlichen Kultur und Formulierung jener Zeit geschuldet… https://t.co/1qj32PetXf,Vital Steiner,VitalSteiner,103,121,155,Einsiedeln  Schweiz,0,vital.steiner@gmail.com,156,939055669495332864,valVLL, 2210334563 valVLL merlo-20381917 kathch Portal kath.ch-1383737941 NoBillag No Billag!-,False
2017-12-08 08:56,939056167443103744,RT @VitalSteiner: Ein Ja für @NoBillag ist ein Ja für die Medienvielfalt. Die Nein-Sager werden das noch zugeben müssen.,Pierre,pierre_1989,87,43,393,Zurich,39,,699,None,None, 937279827412946945 VitalSteiner Vital Steiner-1383737941 NoBillag No Billag!-,False
2017-12-08 08:55,939055710473805824,"@MiniSchwiz @srg_d @SRF @jonasprojer also wenn @MarkusGilli auch gar schon mal den Preis hat  dann kann man sagen,… https://t.co/tJz5LIkIOO",André Müller,Dede71Mueller,32,98,5896,Nordwestschweiz,0,,4600,938729449943715840,MiniSchwiz, 3940405757 MiniSchwiz Mini-Schwiz-1157329627 srg_d SRG Deutschschweiz-187853842 SRF SRF-492113869 jonasprojer Jonas Projer-473908381 MarkusGilli Markus Gilli-,False
2017-12-08 08:54,939055669495332864,"@VitalSteiner @kathch @NoBillag Weil es keine gesetzliche Trennung gibt. Unsere Bundesverfassung beginnt mit: ""Im N… https://t.co/TLjnWTFbSY",merlo,valVLL,92,23,914,,1,"free speech activist  atheist, women's rights advocate, humanist.",509,939054512622497792,VitalSteiner, 937279827412946945 VitalSteiner Vital Steiner-20381917 kathch Portal kath.ch-1383737941 NoBillag No Billag!-,False
2017-12-08 08:54,939055667675058176,RT @RiesenChristian: @peter_schibli zeigt was wir von #NoBillag wollen. #Wahlfreiheit statt #Zwangsgebühren. Wer das begriffen hat  stimmt…,Medienfreiheit 🔭,srgwatch,360,501,1664,In den Köpfen der Billag-Profiteure,16,Wahlfreiheit statt Gebührenzwang.  Lieber Medienvielfalt statt eines Quasi-Monopolisten. JA zu #NoBillag! | #ServicePublic ist vielfältiger als die @SRGSSR,1515,None,None, 4517338168 RiesenChristian Christian Riesen-816608420 peter_schibli Peter Schibli-,False
2017-12-08 08:51,939054781649256448,@publicsociete @FelixSchneuwly @SilvanGis @NoBillag @operationlibero glaub ich sofort  gibt ja ne neue stde die sag… https://t.co/dg2G3PkOju,Eric-Oliver Mächler,eric_maechler,2308,1582,11048,Schweiz,0,Der digitale Feuerwehrmann der 🇨🇭 - #eCommerce - #socialmedia #blogging #onlinemarketing #privatAccount,60541,939053485009620992,publicsociete, 936898585634807809 publicsociete publicopinion_ch-488573993 FelixSchneuwly Felix Schneuwly-1343103829 SilvanGis Silvan Gisler-1383737941 NoBillag No Billag!-2674994976 operationlibero Operation Libero-,False
2017-12-08 08:50,939054512622497792,@valVLL @kathch @NoBillag Wieso? Hab ich in Einsiedeln das Kalifat verpasst?,Vital Steiner,VitalSteiner,103,121,155,Einsiedeln  Schweiz,0,vital.steiner@gmail.com,156,939045297640091648,valVLL, 2210334563 valVLL merlo-20381917 kathch Portal kath.ch-1383737941 NoBillag No Billag!-,False
2017-12-08 08:48,939053997259968512,RT @RiesenChristian: @peter_schibli zeigt was wir von #NoBillag wollen. #Wahlfreiheit statt #Zwangsgebühren. Wer das begriffen hat  stimmt…,christof_r,christofthinks,522,316,4453,Zürich  Schweiz,16,Liberal im Geist. Für Toleranz  Freiheit und Vielfalt. Gegen Gleichschaltung und Denkverbote. Somit gegen linken Mainstream und Rechtsaussen.,1417,None,None, 4517338168 RiesenChristian Christian Riesen-816608420 peter_schibli Peter Schibli-,False
2017-12-08 08:46,939053485009620992,@FelixSchneuwly @SilvanGis @eric_maechler @NoBillag @operationlibero Aber er verfängt. Und spült in 3 Tagen 200'000… https://t.co/g4JldZLZWC,publicopinion_ch,publicsociete,9,9,49,,0,,58,939047849869836288,FelixSchneuwly, 488573993 FelixSchneuwly Felix Schneuwly-1343103829 SilvanGis Silvan Gisler-250751108 eric_maechler Eric-Oliver Mächler-1383737941 NoBillag No Billag!-2674994976 operationlibero Operation Libero-,False
2017-12-08 08:45,939053217756930048,RT @AZingrich: Was ist Deine Meinung zur #NoBillag Initiative? Gib Gas!,Geram,Geram_C,165,182,344,,32,Die Gesellschaft setzt sich aus nur zwei großen  Klassen zusammen: die einen haben mehr Mahlzeiten als Appetit  die  anderen weit mehr Appetit als Mahlzeiten.,474,None,None, 4910037311 AZingrich Alexander Zingrich-,False
2017-12-08 08:44,939053148844576768,RT @VitalSteiner: Kirche und Staat sind in der Schweiz nicht von ungefähr getrennt. Bei gewissen Volksinitiativen scheint das die Kirche zu…,IT | Netzpolitik,BierOtto,354,427,1310,München und Zürich,31,Ressort IT Sicherheit  Netzpolitik. Gelegentlich Politik allgemein. D-A-CH Politik allgemein: @DACH_Politik (Red. Otto Bierbach),9427,None,None, 937279827412946945 VitalSteiner Vital Steiner-,False
2017-12-08 08:43,939052864583987200,RT @VitalSteiner: Kirche und Staat sind in der Schweiz nicht von ungefähr getrennt. Bei gewissen Volksinitiativen scheint das die Kirche zu…,Geram,Geram_C,165,182,344,,31,Die Gesellschaft setzt sich aus nur zwei großen  Klassen zusammen: die einen haben mehr Mahlzeiten als Appetit  die  anderen weit mehr Appetit als Mahlzeiten.,474,None,None, 937279827412946945 VitalSteiner Vital Steiner-,False
2017-12-08 08:42,939052515944955904,"RT @LahorJakrlin: Herrn und Frau Schweizers grösstes Ärgernis: #Billag und das Drumherum. 
Ob die Schlafmützen-Funktionäre der @SRGSSR und…",Geram,Geram_C,165,182,344,,11,Die Gesellschaft setzt sich aus nur zwei großen  Klassen zusammen: die einen haben mehr Mahlzeiten als Appetit  die  anderen weit mehr Appetit als Mahlzeiten.,474,None,None, 809005381 LahorJakrlin Lahor Jakrlin-1871613643 SRGSSR SRG SSR-,False
2017-12-08 08:41,939052298701066240,"RT @anarchosquirrel: #Demokratie kann man nicht kaufen!"" - Stimmt  @operationlibero, euch hingegen jedoch schon, so wie es aussieht. Etwas…",Geram,Geram_C,165,182,344,,10,Die Gesellschaft setzt sich aus nur zwei großen  Klassen zusammen: die einen haben mehr Mahlzeiten als Appetit  die  anderen weit mehr Appetit als Mahlzeiten.,474,None,None, 921455212593860609 anarchosquirrel Nicole-2674994976 operationlibero Operation Libero-,False
2017-12-08 08:40,939052104215351296,"@valVLL @SRGSSR @peter_schibli Ach ja? Nun  wenn der Arbeitgeber eine private Firma ist, dann kann er tun und lasse… https://t.co/ZLbh1XAUxM",Lahor Jakrlin,LahorJakrlin,464,1505,14972,Schweiz,0,"Marktist. Über Design  Marketing, Klimahysterie, Sozialkitsch, Benzin. Publizist, urliberal: NEIN zu Rassismus, Antisemitismus, Bullshit, Billag und RotGrün",10291,939050622430609408,valVLL, 2210334563 valVLL merlo-1871613643 SRGSSR SRG SSR-816608420 peter_schibli Peter Schibli-,False
2017-12-08 08:40,939052026486550528,"RT @LahorJakrlin: Wer noch nicht sicher ist  warum er zu #NoBillag JA stimmen muss, sollte sich die Tweets des Beamten und @SRGSSR-Linksaus…",Geram,Geram_C,165,182,344,,9,Die Gesellschaft setzt sich aus nur zwei großen  Klassen zusammen: die einen haben mehr Mahlzeiten als Appetit  die  anderen weit mehr Appetit als Mahlzeiten.,474,None,None, 809005381 LahorJakrlin Lahor Jakrlin-1871613643 SRGSSR SRG SSR-,False
2017-12-08 08:39,939051922731995137,"beispiel einer gelungenen argumentation: 
alle in #europa haben ein #staatsfernsehen  ALSO brauchen wir auch eins

👍🙃

ja zu #nobillag",Böser Bube,boeserbube_com,37,49,137,schweiz,0,"libertär  eigensinnig, neugierig, individualistisch; mag leute mit niveau, talent und humor",1793,None,None, ,False
2017-12-08 08:39,939051745426239489,RT @RiesenChristian: @peter_schibli zeigt was wir von #NoBillag wollen. #Wahlfreiheit statt #Zwangsgebühren. Wer das begriffen hat  stimmt…,mousseman,mousseman,423,758,17193,Behind the baking soda,16,"If you're taking flak  you're above the target. Sarcastic, cynic. Also likes big dogs, whisky, guns, knives & motorcycles. Certified Putin Bot. Prostate owner.",73977,None,None, 4517338168 RiesenChristian Christian Riesen-816608420 peter_schibli Peter Schibli-,False
2017-12-08 08:39,939051716066119680,RT @alex_baur: Es wird dramatisch. Müssen nach NoBillag Suppenküchen für notleidende Filmemacher eingerichtet werden? https://t.co/6Zyqc7xd…,Franz-Otto Mörchen,xaverius2011,360,67,12170,,7,,3123,None,None, 379285165 alex_baur Alex Baur-,False
2017-12-08 08:39,939051695396524032,RT @VitalSteiner: Kirche und Staat sind in der Schweiz nicht von ungefähr getrennt. Bei gewissen Volksinitiativen scheint das die Kirche zu…,Medienfreiheit 🔭,srgwatch,360,501,1664,In den Köpfen der Billag-Profiteure,31,Wahlfreiheit statt Gebührenzwang.  Lieber Medienvielfalt statt eines Quasi-Monopolisten. JA zu #NoBillag! | #ServicePublic ist vielfältiger als die @SRGSSR,1515,None,None, 937279827412946945 VitalSteiner Vital Steiner-,False
2017-12-08 08:38,939051616325468160,RT @AlainS1991: #NoBillag: Ja zu mehr Medienvielfalt - Ja zu mehr Entscheidungsfreiheit #ThetrueOperationLiberoPoster https://t.co/1fnZBB94…,Geram,Geram_C,165,182,344,,20,Die Gesellschaft setzt sich aus nur zwei großen  Klassen zusammen: die einen haben mehr Mahlzeiten als Appetit  die  anderen weit mehr Appetit als Mahlzeiten.,474,None,None, 1425976159 AlainS1991 Alain Schwald-,False
2017-12-08 08:37,939051281750151168,RT @operationlibero: Freunde  was meint ihr? knacken wir die 284'981 Franken und 59 Rappen noch diese Woche? Sei Teil des Widerstandes: Spe…,publicopinion_ch,publicsociete,9,9,49,,17,,58,None,None, 2674994976 operationlibero Operation Libero-,False
2017-12-08 08:37,939051208513384448,Dass von jüngeren Menschen getragene Organisationen zum Zweck der  Gewährleistung von Freiheit primär nach staatlic… https://t.co/oJgn28Z7ds,Hayek Club Zürich,HayekClubZH,1330,1362,4582,Zürich,7,Für die Freiheit  der Freiheit willen,2988,None,None, ,False
2017-12-08 08:36,939050993739796481,@shoksuno Du meintest wohl: Journis  die 'gegen' #NoBillag geschrieben haben(?). Die Befürworter dürften wohl noch… https://t.co/23o0cgx0Iu,Peter A. Brügger,pbruegger,765,1361,39238,Switzerland,0,Verwaltungsfachmann für Personalvorsorge i.R. Interessierter 🇨🇭-Bürger (glp). Thx4following! #NEINzuNoBillag @NoSendeschluss,16519,938882153005404161,shoksuno, 976677866 shoksuno Shoks-,False
2017-12-08 08:33,939050348240625664,"RT @LahorJakrlin: Billag-Mehrwertsteuer war 2017 das grösste Ärgernis für Konsumenten 
Schweizer Konsumentinnen und Konsumenten haben sich…",Die Person 👤,person_tw,385,417,2929,Milchstraße,33,Handverlesenes ᒡ◯ᵔ◯ᒢ und von Hand Getipptes aus dem Nachrichtenwald. #NoBillag 👍 für Medienvielfalt ohne staatliche Zwänge. E-Mail-Kontakt: person@myprivacy.ca,2649,None,None, 809005381 LahorJakrlin Lahor Jakrlin-,False
2017-12-08 08:32,939050088906797056,@JackSchmidli @hardmanpolitics @operationlibero @NoBillag @AlainS1991 Für die Linken sind wir Rechte  für die Recht… https://t.co/ycNP8OJ2gQ,Silvan Gisler,SilvanGis,358,579,491,,0,"publicist  historian, campaigner. co-founder & chief of communication @operationlibero. member of board @coucoumagazin. member @foraus.",866,939009372050505728,JackSchmidli, 833968275201589248 JackSchmidli Jack Josef Schmidli-21874805 hardmanpolitics Martin Hartmann-2674994976 operationlibero Operation Libero-1383737941 NoBillag No Billag!-1425976159 AlainS1991 Alain Schwald-,False
2017-12-08 08:30,939049525884391424,"RT @NoSendeschluss: Du weisst  wie der #NoBillag-Initiativtext lautet. Aber weiss es deine Schwester, dein Nachbar und dein Götti? Viele wi…",Vanessa Freudrich,FreuDichVanessa,255,150,541,Zürich  Schweiz,35,,112,None,None, 885159891891040256 NoSendeschluss Sendeschluss NEIN-,False
2017-12-08 08:29,939049395663892480,"RT @anarchosquirrel: #Demokratie kann man nicht kaufen!"" - Stimmt  @operationlibero, euch hingegen jedoch schon, so wie es aussieht. Etwas…",Gregor Bachmann,gregorbachmann,748,591,1619,Solothurn,10,Vize-Präsident @jfsolothurn. Tweets = eigene Meinung.,1299,None,None, 921455212593860609 anarchosquirrel Nicole-2674994976 operationlibero Operation Libero-,False
2017-12-08 08:29,939049370577723398,RT @RiesenChristian: @peter_schibli zeigt was wir von #NoBillag wollen. #Wahlfreiheit statt #Zwangsgebühren. Wer das begriffen hat  stimmt…,Hayek Club Zürich,HayekClubZH,1330,1362,4582,Zürich,16,Für die Freiheit  der Freiheit willen,2988,None,None, 4517338168 RiesenChristian Christian Riesen-816608420 peter_schibli Peter Schibli-,False
2017-12-08 08:29,939049215937908736,RT @how2expert: @operationlibero in @watson_news : «Wenn #NoBillag durchkommt  gilt in der Medienlandschaft das Recht des Stärkeren» | Rich…,Heinz Stünzi,HeinzStuenzi,42,52,917,,8,,2771,None,None, 41338508 how2expert Stefan Huber-2674994976 operationlibero Operation Libero-1675457936 watson_news watson News-,False
2017-12-08 08:29,939049187232174081,Wie viel Staat steckt in der SRG?  https://t.co/K8IM8dfchm #NeinzuNoBillag nein zu #NoBillag,rittiner gomez 🎨,rittinergomez,1414,1677,16846,spiez,0,maler - zeichner - schreiber /////// ///////  bergradfahrer - erdbewohner /////// https://t.co/oruRwepjAe //////// /////// /////// https://t.co/ctc0whQ8AF,12381,None,None, ,False
2017-12-08 08:28,939048957963112448,RT @shoksuno: #AZ und #NZZ fusionieren  um noch effizienteren Journalismus zu bieten und stellen dabei einen Teil der Journis auf die Stras…,Eva,lebenumstellen,139,45,1155,Fribourg  CH,2,"Vom aussehen her weiblich. Moment  ja weiblich. Politisch interessiert, gamend durch die Gegend laufend und das Pokémon in der Hand. Sagt  #NEINzuNoBillag",2248,None,None, 976677866 shoksuno Shoks-,False
2017-12-08 08:27,939048845375307776,RT @spschweiz: Anita Fetz: «#NoBillag ist eine Rübe-ab-Initiative. Alle öffentlichen Sender in der Schweiz müssten gegroundet werden.» http…,Maria Scherrer,maria_scherrer,407,253,71179,Aargau,6,"Pensionistin  Leserin, Anfängerin im Hunde- und Katzentraining, Linke wenn nicht sogar linkisch",15274,None,None, 40681558 spschweiz SP Schweiz-,False
2017-12-08 08:25,939048310656131072,Ein bisschen Staatskunde für #NoBillag -Befürworter gefällig? #NoNoBillag #NEINzuNoBillag  https://t.co/Z97ulblFiY,Salva Leutenegger,salegen,446,477,2617,Zürich,3,"Medienaufmerksame  Kulturmitmischende, vertritt beruflich die Interessen der Bühnenkünstler (SBKV)",2654,None,None, ,False
2017-12-08 08:23,939047862603743232,"RT @diestadtpartei: Hoppla  dieses Luzerner #NeinzuNoBillag-Komitee hat Gewicht: Auch NR Prisca Birrer-Heimo, @wyss_martin, @MarioGyr, Arie…",Joana Büchler,Jo_Buechler,294,39,71,Luzern  Schweiz,2,Studentin_Kommunikation_PR_Sozialwissenschaften_Politik,22,None,None, 140894182 diestadtpartei SP Stadt Luzern-2420191245 wyss_martin Martin Wyss-1048773607 MarioGyr Mario Gyr-,False
2017-12-08 08:23,939047856144515072,@fabioalbanese77 Überheblichkeit? Die Befürworter von #NoBillag lassen das Volk irrtümlich glauben  dass es bei die… https://t.co/q2XpGrwkqz,merlo,valVLL,92,23,914,,0,"free speech activist  atheist, women's rights advocate, humanist.",509,939029329022877697,fabioalbanese77, 4825361933 fabioalbanese77 fabio albanese-,False
2017-12-08 08:23,939047849869836288,@SilvanGis @eric_maechler @NoBillag @operationlibero Ich kritisiere nicht das Argumentarium sondern den Anschlag-Sl… https://t.co/qEOxUSFFgZ,Felix Schneuwly,FelixSchneuwly,1405,1909,13148,Switzerland,0,Verbandstätigkeit im Sozial- und Gesundheitswesen / seit 2011 als Head of Public Affairs @Comparis / privat liberal / beruflich für  Marktmacht der Konsumenten,36364,939045793381736448,SilvanGis, 1343103829 SilvanGis Silvan Gisler-250751108 eric_maechler Eric-Oliver Mächler-1383737941 NoBillag No Billag!-2674994976 operationlibero Operation Libero-,False
